epoch,batch,global_step,layer1_weight,layer1_bias,layer2_weight,layer2_bias,layer3_weight,layer3_bias,is_anomaly
1,88,87,0.472446,0.093442,0.290069,0.048326,0.806396,0.19592,0
1,89,88,0.506092,0.09336,0.290075,0.051354,0.790302,0.201245,0
1,90,89,0.485199,0.09816,0.295644,0.044246,0.774118,0.201444,0
1,91,90,0.494538,0.10384,0.279054,0.043113,0.781725,0.206067,0
1,92,91,0.484048,0.092582,0.300853,0.049323,0.799305,0.196144,0
1,93,92,0.503178,0.102195,0.284281,0.040091,0.804661,0.204366,0
1,94,93,0.49634,0.102794,0.311591,0.051135,0.788099,0.191851,0
1,95,94,0.485149,0.108364,0.311461,0.053604,0.78143,0.20231,0
1,96,95,0.507747,0.101277,0.30307,0.051598,0.796489,0.186448,0
1,97,96,0.482402,0.106489,0.310952,0.054477,0.795383,0.205224,0
1,98,97,0.484215,0.100045,0.297573,0.043819,0.791626,0.196612,0
1,99,98,0.495214,0.099284,0.297414,0.048208,0.779171,0.196154,0
1,100,99,0.500162,0.099976,0.282736,0.048519,0.804028,0.203385,0
2,1,100,0.48655,0.092582,0.299757,0.050517,0.807448,0.2036,0
2,2,101,0.491759,0.099066,0.295353,0.046678,0.794955,0.193946,0
2,3,102,0.49088,0.099181,0.299126,0.044422,0.786065,0.205567,0
2,4,103,0.476232,0.098086,0.297157,0.0485,0.80633,0.180873,0
2,5,104,0.483522,0.096021,0.290857,0.045383,0.787765,0.205445,0
2,6,105,0.513801,0.098078,0.31088,0.048577,0.793173,0.199043,0
2,7,106,0.487627,0.102725,0.293925,0.046981,0.802423,0.197007,0
2,8,107,0.498016,0.099985,0.281294,0.051596,0.779656,0.188136,0
2,9,108,0.487665,0.101995,0.286023,0.047292,0.784342,0.19648,0
2,10,109,0.501793,0.098135,0.281594,0.041076,0.791132,0.195404,0
2,11,110,0.496756,0.102538,0.287811,0.044212,0.77808,0.198434,0
2,12,111,0.469433,0.08926,0.290006,0.046659,0.786219,0.196901,0
2,13,112,0.48764,0.093448,0.300471,0.042737,0.795716,0.197255,0
2,14,113,0.488128,0.108041,0.294807,0.043762,0.791799,0.190153,0
2,15,114,0.499856,0.094609,0.304479,0.05349,0.808116,0.199756,0
2,16,115,0.491071,0.093365,0.297504,0.046564,0.788806,0.207843,0
2,17,116,0.491877,0.098059,0.296568,0.050633,0.804704,0.206404,0
2,18,117,0.482641,0.097221,0.304012,0.052294,0.793179,0.201808,0
2,19,118,0.496994,0.095862,0.299147,0.037098,0.795155,0.17457,0
2,20,119,0.498825,0.091808,0.290733,0.054292,0.784672,0.209888,0
2,21,120,0.510169,0.098255,0.288381,0.048361,0.789973,0.188212,0
2,22,121,0.503194,0.097753,0.294108,0.048365,0.792997,0.200071,0
2,23,122,0.504947,0.095498,0.285005,0.050555,0.7958,0.187156,0
2,24,123,0.497594,0.1007,0.285076,0.050094,0.786529,0.193413,0
2,25,124,0.511744,0.104094,0.295402,0.050171,0.799282,0.197007,0
2,26,125,0.493157,0.093854,0.292934,0.051286,0.790036,0.198291,0
2,27,126,0.501262,0.099374,0.286341,0.054509,0.783911,0.186289,0
2,28,127,0.494172,0.096091,0.293495,0.051209,0.793919,0.198086,0
2,29,128,0.47252,0.095618,0.278718,0.048864,0.789704,0.202433,0
2,30,129,0.488546,0.099846,0.291907,0.048704,0.801514,0.192783,0
2,31,130,0.483952,0.102269,0.301689,0.049108,0.780452,0.190945,0
2,32,131,0.483894,0.099568,0.286136,0.047874,0.790836,0.210741,0
2,33,132,0.494898,0.099416,0.296987,0.050459,0.787596,0.204764,0
2,34,133,0.486906,0.097039,0.287434,0.05049,0.806702,0.195546,0
2,35,134,0.491007,0.089356,0.288677,0.049567,0.805108,0.212835,0
2,36,135,0.495688,0.096544,0.299411,0.048898,0.790525,0.1935,0
2,37,136,0.499732,0.095896,0.291151,0.048674,0.798659,0.197002,0
2,38,137,0.508942,0.099733,0.303679,0.053598,0.802601,0.199575,0
2,39,138,0.482127,0.100744,0.285013,0.045442,0.804603,0.200901,0
2,40,139,0.481528,0.096018,0.296646,0.048926,0.802484,0.193662,0
2,41,140,0.497503,0.097216,0.289801,0.047657,0.78659,0.194179,0
2,42,141,0.490511,0.086693,0.288616,0.047538,0.78049,0.20406,0
2,43,142,0.493517,0.097346,0.29503,0.048595,0.809266,0.181822,0
2,44,143,0.492995,0.100591,0.299495,0.047033,0.800789,0.201891,0
2,45,144,0.495526,0.094313,0.301263,0.049002,0.788496,0.204518,0
2,46,145,0.480879,0.095284,0.293613,0.042521,0.776578,0.190485,0
2,47,146,0.488583,0.095262,0.286426,0.040907,0.786917,0.189633,0
2,48,147,0.48503,0.097803,0.29852,0.0502,0.772394,0.200718,0
2,49,148,0.492494,0.090158,0.29303,0.049981,0.795516,0.194714,0
2,50,149,0.489983,0.100771,0.311,0.056352,0.773344,0.189971,0
2,51,150,0.479275,0.094569,0.298862,0.04809,0.780193,0.191455,0
2,52,151,0.515266,0.098468,0.302564,0.046534,0.785689,0.191189,0
2,53,152,0.474294,0.085711,0.285877,0.05378,0.787307,0.203183,0
2,54,153,0.483341,0.09956,0.30124,0.046163,0.794474,0.198807,0
2,55,154,0.480459,0.097353,0.297996,0.04529,0.787999,0.198803,0
2,56,155,0.50502,0.091894,0.308819,0.046326,0.800138,0.195758,0
2,57,156,0.490484,0.089083,0.303058,0.054507,0.777957,0.197132,0
2,58,157,0.499895,0.096667,0.309207,0.046501,0.799432,0.195874,0
2,59,158,0.491604,0.096263,0.288572,0.051068,0.795163,0.198821,0
2,60,159,0.488301,0.098685,0.290241,0.048503,0.780083,0.20495,0
2,61,160,0.503936,0.085947,0.279087,0.051583,0.787926,0.196703,0
2,62,161,0.511985,0.100901,0.296528,0.046634,0.782385,0.182395,0
2,63,162,0.476144,0.093453,0.28588,0.044519,0.787682,0.182634,0
2,64,163,0.489339,0.084336,0.287139,0.053302,0.753624,0.193025,0
2,65,164,0.485049,0.09874,0.299604,0.055705,0.784445,0.197336,0
2,66,165,0.484145,0.093896,0.294872,0.042098,0.789545,0.200855,0
2,67,166,0.490462,0.10039,0.279996,0.044041,0.797239,0.196641,0
2,68,167,0.496336,0.099949,0.316676,0.047475,0.777065,0.197557,0
2,69,168,0.481276,0.108189,0.297575,0.045391,0.797551,0.194305,0
2,70,169,0.478631,0.098383,0.310234,0.050175,0.781965,0.191887,0
2,71,170,0.487722,0.101182,0.281034,0.051748,0.781844,0.197162,0
2,72,171,0.503906,0.101378,0.282752,0.051606,0.791178,0.185238,0
2,73,172,0.496961,0.097446,0.29717,0.054174,0.800952,0.177638,0
2,74,173,0.473829,0.097011,0.3048,0.043924,0.790197,0.189315,0
2,75,174,0.485874,0.098831,0.27981,0.055709,0.793312,0.193685,0
2,76,175,0.503075,0.09488,0.293117,0.046283,0.779032,0.198918,0
2,77,176,0.491112,0.099046,0.291369,0.057159,0.767105,0.202286,0
2,78,177,0.513443,0.101437,0.302459,0.048342,0.783233,0.193434,0
2,79,178,0.492913,0.091883,0.301255,0.051905,0.793616,0.199133,0
2,80,179,0.482368,0.088243,0.296526,0.047876,0.7804,0.176896,0
2,81,180,0.484354,0.098203,0.283475,0.053955,0.783872,0.19634,0
2,82,181,0.487884,0.093414,0.291966,0.05023,0.784257,0.192199,0
2,83,182,0.513896,0.096814,0.308823,0.049609,0.796996,0.190192,0
2,84,183,0.500736,0.096541,0.284219,0.042729,0.768234,0.183904,0
2,85,184,0.490666,0.085018,0.292954,0.047509,0.810432,0.185737,0
2,86,185,0.49525,0.099117,0.295367,0.04947,0.794531,0.189593,0
2,87,186,0.493984,0.097174,0.28949,0.048049,0.77765,0.18799,0
2,88,187,0.493878,0.09051,0.300086,0.043404,0.778244,0.190642,0
2,89,188,0.488483,0.098734,0.277502,0.047947,0.80893,0.195154,0
2,90,189,0.499506,0.086233,0.280871,0.048951,0.776301,0.202202,0
2,91,190,0.47782,0.082452,0.292427,0.047346,0.779706,0.200773,0
2,92,191,0.469103,0.099266,0.298713,0.049328,0.796498,0.187281,0
2,93,192,0.497892,0.087723,0.286798,0.054145,0.781509,0.19928,0
2,94,193,0.503989,0.094957,0.279964,0.044857,0.791174,0.196583,0
2,95,194,0.484483,0.094293,0.283173,0.045547,0.775737,0.198809,0
2,96,195,0.48633,0.0968,0.287617,0.043463,0.773117,0.190341,0
2,97,196,0.497497,0.088145,0.294321,0.04716,0.788418,0.194042,0
2,98,197,0.490444,0.101204,0.276377,0.049413,0.798515,0.193172,0
2,99,198,0.488906,0.087935,0.275305,0.051791,0.77234,0.191327,0
2,100,199,0.488312,0.092372,0.297054,0.04982,0.78793,0.195462,0
3,1,200,0.489451,0.101663,0.304116,0.042313,0.780252,0.202149,0
3,2,201,0.487773,0.094061,0.296276,0.046981,0.783409,0.194442,0
3,3,202,0.519042,0.087075,0.296532,0.044939,0.790769,0.194219,0
3,4,203,0.491774,0.1016,0.275156,0.054332,0.788261,0.200377,0
3,5,204,0.491259,0.095835,0.296145,0.052298,0.762497,0.199723,0
3,6,205,0.475039,0.098415,0.274537,0.050544,0.765695,0.194171,0
3,7,206,0.487913,0.092409,0.289767,0.053032,0.789956,0.191506,0
3,8,207,0.493535,0.087061,0.299804,0.048444,0.812083,0.187189,0
3,9,208,0.501514,0.092359,0.295552,0.047928,0.786743,0.189568,0
3,10,209,0.490901,0.09807,0.291911,0.04145,0.795142,0.195917,0
3,11,210,0.474493,0.090673,0.289398,0.052814,0.775526,0.197541,0
3,12,211,0.488036,0.100145,0.289392,0.0416,0.766537,0.190479,0
3,13,212,0.484742,0.107633,0.279738,0.048695,0.769505,0.19068,0
3,14,213,0.491718,0.105255,0.289982,0.048909,0.795259,0.192626,0
3,15,214,0.49571,0.095154,0.285479,0.048366,0.775876,0.190409,0
3,16,215,0.499723,0.088712,0.288248,0.055542,0.796328,0.194136,0
3,17,216,0.489933,0.095868,0.292793,0.047717,0.780147,0.184868,0
3,18,217,0.475467,0.094712,0.286932,0.048275,0.777976,0.202354,0
3,19,218,0.495812,0.091767,0.288844,0.049075,0.776659,0.198817,0
3,20,219,0.482486,0.092792,0.302224,0.050325,0.802999,0.207036,0
3,21,220,0.477238,0.091712,0.288359,0.043571,0.769777,0.192534,0
3,22,221,0.479772,0.109628,0.289759,0.048078,0.766776,0.203607,0
3,23,222,0.475432,0.096613,0.284369,0.053629,0.79195,0.193913,0
3,24,223,0.495728,0.101604,0.302183,0.041402,0.785779,0.199403,0
3,25,224,0.491538,0.094016,0.278463,0.046457,0.778152,0.192392,0
3,26,225,0.488353,0.097712,0.290815,0.046111,0.783108,0.181725,0
3,27,226,0.489097,0.100284,0.277597,0.039845,0.785206,0.193177,0
3,28,227,0.495294,0.100123,0.297062,0.046687,0.756548,0.197805,0
3,29,228,0.479804,0.098809,0.300044,0.053955,0.771247,0.191801,0
3,30,229,0.477377,0.097493,0.297759,0.048062,0.784315,0.191578,0
3,31,230,0.482627,0.095455,0.300132,0.041711,0.765876,0.180874,0
3,32,231,0.484604,0.098687,0.287938,0.048615,0.777928,0.197103,0
3,33,232,0.486713,0.100579,0.296187,0.042092,0.789307,0.186532,0
3,34,233,0.491249,0.096126,0.291338,0.050384,0.776911,0.194423,0
3,35,234,0.482138,0.089348,0.284464,0.040346,0.790038,0.203833,0
3,36,235,0.495499,0.102411,0.289296,0.048056,0.757105,0.19455,0
3,37,236,0.472588,0.097994,0.301116,0.044507,0.767477,0.179984,0
3,38,237,0.47264,0.097525,0.28929,0.043327,0.774385,0.199318,0
3,39,238,0.494291,0.089435,0.293119,0.048209,0.775322,0.195473,0
3,40,239,0.493569,0.080634,0.302352,0.035419,0.773487,0.198982,0
3,41,240,0.477063,0.100335,0.277428,0.052116,0.780139,0.185646,0
3,42,241,0.496612,0.098842,0.279017,0.045976,0.770362,0.200531,0
3,43,242,0.487567,0.08935,0.287322,0.044374,0.765345,0.193309,0
3,44,243,0.484053,0.086126,0.286693,0.043934,0.770105,0.204716,0
3,45,244,0.470036,0.09185,0.294402,0.043462,0.791377,0.185464,0
3,46,245,0.489393,0.091898,0.290483,0.046605,0.771587,0.195561,0
3,47,246,0.483395,0.099063,0.290733,0.046313,0.781576,0.2028,0
3,48,247,0.468718,0.096146,0.305191,0.049485,0.782288,0.189227,0
3,49,248,0.47974,0.093591,0.294147,0.044451,0.770485,0.184399,0
3,50,249,0.489867,0.099846,0.293233,0.049078,0.783726,0.191981,0
3,51,250,0.48298,0.091671,0.295972,0.048507,0.763143,0.199236,0
3,52,251,0.499338,0.098108,0.282354,0.054599,0.787826,0.192409,0
3,53,252,0.487119,0.091658,0.297095,0.049386,0.780016,0.1877,0
3,54,253,0.474015,0.087581,0.296931,0.037062,0.782225,0.189542,0
3,55,254,0.493895,0.092935,0.29329,0.050407,0.774129,0.198359,0
3,56,255,0.496476,0.0982,0.307682,0.044396,0.76305,0.186384,0
3,57,256,0.488223,0.089265,0.298455,0.042541,0.793427,0.209465,0
3,58,257,0.482221,0.085809,0.287468,0.043058,0.762076,0.202624,0
3,59,258,0.48401,0.093976,0.299976,0.047291,0.785728,0.191084,0
3,60,259,0.467273,0.093512,0.292682,0.042265,0.778866,0.192553,0
3,61,260,0.491073,0.096735,0.282971,0.048034,0.791469,0.196862,0
3,62,261,0.480657,0.097119,0.293731,0.049908,0.780702,0.197083,0
3,63,262,0.495608,0.090737,0.277675,0.053554,0.78212,0.181853,0
3,64,263,0.484053,0.09218,0.303317,0.043181,0.769382,0.193378,0
3,65,264,0.495912,0.095713,0.295995,0.046323,0.779632,0.192725,0
3,66,265,0.492301,0.094921,0.285577,0.047621,0.778464,0.193209,0
3,67,266,0.490923,0.100022,0.292804,0.056691,0.774184,0.193965,0
3,68,267,0.489139,0.098892,0.294543,0.052366,0.7775,0.189997,0
3,69,268,0.479405,0.091169,0.284419,0.051066,0.774187,0.192724,0
3,70,269,0.478083,0.089242,0.293724,0.049714,0.78247,0.187073,0
3,71,270,0.481285,0.08988,0.302309,0.049834,0.78566,0.199383,0
3,72,271,0.479066,0.091499,0.285063,0.04298,0.774724,0.18457,0
3,73,272,0.49121,0.097099,0.296664,0.045786,0.803694,0.193247,0
3,74,273,0.468945,0.094627,0.290836,0.045396,0.802291,0.195104,0
3,75,274,0.476309,0.094704,0.293164,0.039835,0.775916,0.191864,0
3,76,275,0.480855,0.093616,0.292476,0.049669,0.79097,0.189984,0
3,77,276,0.492308,0.092309,0.298043,0.051158,0.79342,0.20239,0
3,78,277,0.486263,0.09397,0.286496,0.041288,0.778952,0.18708,0
3,79,278,0.475103,0.095611,0.292867,0.049537,0.80399,0.193324,0
3,80,279,0.473181,0.102334,0.284242,0.043034,0.777211,0.191089,0
3,81,280,0.498294,0.09037,0.280451,0.05097,0.783508,0.187877,0
3,82,281,0.485403,0.100208,0.283277,0.046852,0.785622,0.177282,0
3,83,282,0.48922,0.095593,0.300217,0.049384,0.748913,0.186831,0
3,84,283,0.490626,0.098287,0.296378,0.046313,0.755204,0.188777,0
3,85,284,0.492113,0.098862,0.292495,0.034905,0.761943,0.202797,0
3,86,285,0.498102,0.094367,0.30029,0.048258,0.782703,0.193628,0
3,87,286,0.49541,0.086378,0.294993,0.051706,0.791552,0.18886,0
3,88,287,0.511375,0.09051,0.287331,0.045906,0.771157,0.18605,0
3,89,288,0.489294,0.091774,0.306843,0.047174,0.792452,0.192929,0
3,90,289,0.499238,0.0945,0.295299,0.048575,0.773421,0.19376,0
3,91,290,0.489695,0.100489,0.300422,0.047147,0.748199,0.1944,0
3,92,291,0.487145,0.099178,0.284053,0.04088,0.779849,0.191068,0
3,93,292,0.513074,0.098333,0.299636,0.050456,0.794394,0.1901,0
3,94,293,0.493467,0.089291,0.289799,0.044303,0.794584,0.195707,0
3,95,294,0.484928,0.095108,0.281699,0.038314,0.778281,0.193124,0
3,96,295,0.50095,0.08911,0.288332,0.048971,0.806783,0.200031,0
3,97,296,0.476368,0.098025,0.282315,0.046086,0.774943,0.200677,0
3,98,297,0.490194,0.090565,0.291431,0.046683,0.772956,0.195832,0
3,99,298,0.49194,0.09097,0.27819,0.049694,0.789637,0.19079,0
3,100,299,0.468451,0.095564,0.28393,0.042371,0.770777,0.18993,0
4,1,300,0.480539,0.098901,0.293249,0.04421,0.765609,0.181115,0
4,2,301,0.461228,0.091301,0.283762,0.053293,0.755487,0.182322,0
4,3,302,0.47745,0.0908,0.29587,0.037672,0.753506,0.189256,0
4,4,303,0.485859,0.099609,0.307765,0.044663,0.775558,0.201842,0
4,5,304,0.474617,0.094432,0.288939,0.043128,0.763883,0.192538,0
4,6,305,0.485451,0.096756,0.283077,0.049909,0.785432,0.206472,0
4,7,306,0.49239,0.097976,0.286539,0.045327,0.782014,0.185854,0
4,8,307,0.494609,0.090837,0.276051,0.039264,0.760327,0.182911,0
4,9,308,0.477572,0.08997,0.287236,0.05221,0.783303,0.190857,0
4,10,309,0.487827,0.096741,0.283469,0.047056,0.750901,0.192,0
4,11,310,0.502665,0.089394,0.29244,0.046757,0.773996,0.190014,0
4,12,311,0.498227,0.093769,0.297193,0.044083,0.784311,0.186098,0
4,13,312,0.483179,0.082797,0.286255,0.051808,0.781677,0.192133,0
4,14,313,0.496527,0.098337,0.302784,0.048305,0.785823,0.188767,0
4,15,314,0.486462,0.097744,0.29157,0.044514,0.775012,0.199196,0
4,16,315,0.482098,0.102611,0.28884,0.039648,0.797517,0.194644,0
4,17,316,0.495024,0.09097,0.299706,0.049009,0.777656,0.191393,0
4,18,317,0.475497,0.08555,0.295406,0.049355,0.780403,0.192936,0
4,19,318,0.483644,0.091204,0.287965,0.054903,0.75374,0.193459,0
4,20,319,0.479714,0.083195,0.293542,0.04529,0.74929,0.195467,0
4,21,320,0.48759,0.09383,0.301025,0.05353,0.788003,0.184751,0
4,22,321,0.465854,0.095927,0.308554,0.04935,0.792001,0.191467,0
4,23,322,0.475742,0.088741,0.30047,0.052269,0.762347,0.196148,0
4,24,323,0.488452,0.098512,0.290972,0.052411,0.777873,0.194055,0
4,25,324,0.488498,0.097085,0.277415,0.043469,0.788935,0.192001,0
4,26,325,0.478312,0.100557,0.289547,0.047569,0.788147,0.184865,0
4,27,326,0.491972,0.086826,0.276876,0.050035,0.766684,0.187867,0
4,28,327,0.483574,0.098112,0.28402,0.05336,0.765625,0.186091,0
4,29,328,0.47808,0.092664,0.300985,0.052585,0.763958,0.189905,0
4,30,329,0.482993,0.093447,0.299252,0.05154,0.769729,0.188846,0
4,31,330,0.489386,0.09296,0.282345,0.042873,0.790965,0.189161,0
4,32,331,0.486362,0.105343,0.281611,0.039099,0.788959,0.185109,0
4,33,332,0.486082,0.088607,0.2886,0.048479,0.76134,0.185839,0
4,34,333,0.479124,0.093934,0.286814,0.045584,0.773121,0.186076,0
4,35,334,0.478656,0.095746,0.288063,0.048122,0.792069,0.193032,0
4,36,335,0.495579,0.092192,0.297915,0.04389,0.755374,0.190797,0
4,37,336,0.496068,0.083731,0.279684,0.042512,0.77236,0.187726,0
4,38,337,0.488103,0.093988,0.293036,0.043182,0.783327,0.183218,0
4,39,338,0.485209,0.092359,0.293062,0.035174,0.776587,0.18918,0
4,40,339,0.482302,0.087519,0.288699,0.04688,0.774259,0.190802,0
4,41,340,0.484757,0.09965,0.275923,0.047319,0.765775,0.187576,0
4,42,341,0.501363,0.086858,0.280413,0.041382,0.793449,0.186996,0
4,43,342,0.473456,0.091984,0.309406,0.052148,0.762405,0.193625,0
4,44,343,0.493045,0.09894,0.298078,0.044691,0.770559,0.194209,0
4,45,344,0.466609,0.093689,0.298312,0.04177,0.780145,0.191669,0
4,46,345,0.475805,0.085015,0.285382,0.050107,0.765896,0.185486,0
4,47,346,0.490957,0.096929,0.297362,0.048847,0.769388,0.188637,0
4,48,347,0.488209,0.090741,0.293314,0.042487,0.790294,0.185624,0
4,49,348,0.486448,0.093512,0.289646,0.046294,0.76524,0.186863,0
4,50,349,0.474692,0.090439,0.298333,0.049212,0.778804,0.187985,0
4,51,350,0.479904,0.097849,0.296494,0.042572,0.761734,0.190152,0
4,52,351,0.485233,0.0861,0.284395,0.045032,0.766874,0.186267,0
4,53,352,0.467775,0.096859,0.295463,0.049853,0.753351,0.191234,0
4,54,353,0.482442,0.092359,0.304147,0.054168,0.751788,0.204374,0
4,55,354,0.492005,0.087942,0.293326,0.04603,0.778332,0.190764,0
4,56,355,0.480571,0.09838,0.293993,0.049377,0.763625,0.183078,0
4,57,356,0.490062,0.09776,0.288079,0.052164,0.787942,0.19078,0
4,58,357,0.48154,0.093491,0.286573,0.042871,0.753816,0.193087,0
4,59,358,0.471239,0.086553,0.293341,0.052537,0.772135,0.192693,0
4,60,359,0.471314,0.083345,0.290166,0.037439,0.755414,0.186007,0
4,61,360,0.485056,0.097269,0.295219,0.050963,0.771177,0.191021,0
4,62,361,0.477978,0.091118,0.28263,0.048076,0.769992,0.185191,0
4,63,362,0.491688,0.093153,0.282238,0.049614,0.764315,0.180701,0
4,64,363,0.477761,0.092946,0.298251,0.04645,0.756571,0.192373,0
4,65,364,0.481789,0.081545,0.291939,0.054138,0.789791,0.200066,0
